Job title ,Hiring Company,Comapny Address,Shift,Links
Medical Representative - Tanta,Delta Pharma Egypt,"Gharbia, Egypt ",Full time,https://wuzzuf.net/jobs/p/USb52Q9dqWu1-Medical-Representative---Tanta-Delta-Pharma-Egypt-Gharbia-Egypt?o=89&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Minya,Delta Pharma Egypt,"Minya, Egypt ",Full time,https://wuzzuf.net/jobs/p/VYA75jdJLupj-Medical-Representative---Minya-Delta-Pharma-Egypt-Minya-Egypt?o=90&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Giza,Delta Pharma Egypt,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6Ep01qo7FSJA-Medical-Representative---Giza-Delta-Pharma-Egypt-Giza-Egypt?o=91&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Alexandria,Acadia Pharma,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/08svEE2UNmvz-Sales-Supervisor---Cosmetics---Alexandria-Acadia-Pharma-Alexandria-Egypt?o=92&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Upper Egypt,Acadia Pharma,"Assiut, Egypt ",Full time,https://wuzzuf.net/jobs/p/0Vz49grItmoc-Sales-Supervisor---Cosmetics---Upper-Egypt-Acadia-Pharma-Assiut-Egypt?o=93&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Delta,Acadia Pharma,"Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/FcKiwuBgEgEZ-Sales-Supervisor---Cosmetics---Delta-Acadia-Pharma-Dakahlia-Egypt?o=94&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Cairo,Acadia Pharma,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PRbidIgVRZZc-Sales-Supervisor---Cosmetics---Cairo-Acadia-Pharma-Cairo-Egypt?o=95&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Cairo,Delta Pharma Egypt,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KWSktFxbWsMz-Medical-Representative---Cairo-Delta-Pharma-Egypt-Cairo-Egypt?o=96&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Key Account Manager - Infection Protection Control,STIO Life Science,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lDsVEIbWjtr3-Key-Account-Manager---Infection-Protection-Control-STIO-Life-Science-Cairo-Egypt?o=97&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative (Product Specialist) - Infection Control Prevention,STIO Life Science,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/VadNgJsLLDfE-Medical-Representative-Product-Specialist---Infection-Control-Prevention-STIO-Life-Science-Cairo-Egypt?o=98&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Sales Representative - Alexandria,Pharaonia Pharma,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/2Te43oQeTOdU-Medical-Sales-Representative---Alexandria-Pharaonia-Pharma-Alexandria-Egypt?o=99&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Sales Representative - Sharkia,Pharaonia Pharma,"Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/K89S7nAmbPMR-Medical-Sales-Representative---Sharkia-Pharaonia-Pharma-Sharqia-Egypt?o=100&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Distribution Officer,Pharma Mix,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Hw9qQawaOHXf-Distribution-Officer-Pharma-Mix-Giza-Egypt?o=106&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
District Sales Manager - Alexandria,Confidential -,"Agami, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/hnxMfC4nlyRA-District-Sales-Manager---Alexandria-Alexandria-Egypt?o=107&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Project Officer,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/JWFT7WsSTQre-Medical-Project-Officer-Caduceus-Lane-Alexandria-Egypt?o=108&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Marketing Representative - Pharma (Raw Material ),Pharmaceutical Egyptian Association,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/YhzdDD26AGiF-Marketing-Representative---Pharma-Raw-Material-Pharmaceutical-Egyptian-Association-Cairo-Egypt?o=109&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Product Specialist - Pharma,Confidential -,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/3dW1FxPJZOiI-Product-Specialist---Pharma-Cairo-Egypt?o=110&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Planning Material Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/UderndEF2szh-Planning-Material-Specialist-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=111&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Senior Recruitment Specialist,Confidential -,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Zmcwuvu2dTfI-Senior-Recruitment-Specialist-Cairo-Egypt?o=112&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacist,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/umdKOobhLdoa-Pharmacist-Cairo-Egypt?o=113&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Procurement Specialist (In-active Raw Materials),Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/mgYbJodMhOMF-Procurement-Specialist-In-active-Raw-Materials-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=114&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative,E3mel Business for Financial & Managerial Consultancy,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pcBAZGss3vCw-Medical-Representative-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=115&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Quality Manager,Egyptian French Company for Plants Tissue Culture S.A.E,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/a9GDHKAumiKZ-Quality-Manager-Egyptian-French-Company-for-Plants-Tissue-Culture-S-A-E-Cairo-Egypt?o=116&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Fragrance Quality Control Manager - Cairo,Elite for trading and distribution (ETD),"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/6GdxxWDfyT2r-Fragrance-Quality-Control-Manager---Cairo-Elite-for-trading-and-distribution-ETD-Cairo-Egypt?o=117&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Manager,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/ojjhQCNaIj5q-Sales-Manager-Caduceus-Lane-Alexandria-Egypt?o=118&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Approval Officer (Pharmacist),Misr Elkheir Foundation,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/NB71ot63Mbqu-Medical-Approval-Officer-Pharmacist-Misr-Elkheir-Foundation-Cairo-Egypt?o=119&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
OD & Recruitment Senior Specialist,Yolo Cosmetics,"New Nozha, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/SZm6yvlH2nn9-OD-Recruitment-Senior-Specialist-Yolo-Cosmetics-Cairo-Egypt?o=120&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Outdoor Sales Representative - Dekrnes -Dakhalia,dkt Egypt,"Dekernes, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/bbJlEmeXn8Rj-Outdoor-Sales-Representative---Dekrnes--Dakhalia-dkt-Egypt-Dakahlia-Egypt?o=121&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
IPC Specialist -Alexandria,Pharaonia Pharma,"Bourj Alarab, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/229LTfKLkgfo-IPC-Specialist--Alexandria-Pharaonia-Pharma-Alexandria-Egypt?o=122&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Pharmacist,EL Okaby Compounding Pharmacies,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lZ3Z1gYdHdOW-Sales-Pharmacist-EL-Okaby-Compounding-Pharmacies-Cairo-Egypt?o=123&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Regulatory Affairs Specialist,Zeta Pharma,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PzBaBIGQwT12-Regulatory-Affairs-Specialist-Zeta-Pharma-Cairo-Egypt?o=124&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Regulatory Affairs Manager,Medisave Pharmaceuticals,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pLc4GDsYmvne-Regulatory-Affairs-Manager-Medisave-Pharmaceuticals-Cairo-Egypt?o=125&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Representative,Sky Medical for Medical Devices,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/S04BMXBiYO2X-Sales-Representative-Sky-Medical-for-Medical-Devices-Giza-Egypt?o=126&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
QC Senior Documentation Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/AqcQksqA2UKn-QC-Senior-Documentation-Specialist-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=127&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Product Specialist (Medical Disposables) - Giza,Elegant Care Group,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/fQbPDCbMJEUK-Product-Specialist-Medical-Disposables---Giza-Elegant-Care-Group-Giza-Egypt?o=128&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative (Downtown),So Value Pharma,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sHNQddutn5dw-Medical-Representative-Downtown-So-Value-Pharma-Cairo-Egypt?o=129&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative (Abbasia & Hadik ),So Value Pharma,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ysj5rrMMclgZ-Medical-Representative-Abbasia-Hadik-So-Value-Pharma-Giza-Egypt?o=130&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Mechanical Maintenance Section Head / Cairo,ShadyPack,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/N5Yf89pZ1NEV-Mechanical-Maintenance-Section-Head-Cairo-ShadyPack-Cairo-Egypt?o=131&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Senior Marketing Specialist,Confidential -,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/eIaOvxbQLWAu-Senior-Marketing-Specialist-Cairo-Egypt?o=132&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Marketing Manager,Confidential -,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/2QYMKr8f3TvT-Marketing-Manager-Cairo-Egypt?o=133&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Manager,Korashi Group,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/DWUQWGha8NID-Sales-Manager-Korashi-Group-Giza-Egypt?o=134&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Coordinator - Pharmacist,Optimarc pharma,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/AOjJEdYAoMsU-Sales-Coordinator---Pharmacist-Optimarc-pharma-Cairo-Egypt?o=135&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Production Supervisor - Pharmacist,Hikma Pharmaceuticals,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/0OlolvOaGcfV-Production-Supervisor---Pharmacist-Hikma-Pharmaceuticals-Giza-Egypt?o=136&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Copywriting Specialist - English/Arabic,Confidential -,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Lk7IfPsG8y8m-Copywriting-Specialist---EnglishArabic-Cairo-Egypt?o=137&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacist - New Cairo,Dawaa Pharmacy,"New Cairo, Cairo, Egypt ",Shift based,https://wuzzuf.net/jobs/p/sXeISgAnCk8i-Pharmacist---New-Cairo-Dawaa-Pharmacy-Cairo-Egypt?o=138&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
IPC Officer - Sterile Area,Hikma Pharmaceuticals,"Badr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/2LWzkpiAXRHA-IPC-Officer---Sterile-Area-Hikma-Pharmaceuticals-Cairo-Egypt?o=139&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Validation Unit Head,Rameda,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Dyt7iXXM7XMY-Validation-Unit-Head-Rameda-Giza-Egypt?o=140&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Mohandsen/Doki,Dulex Lab,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Xux6vqWxYRhk-Medical-Representative---MohandsenDoki-Dulex-Lab-Cairo-Egypt?o=141&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Purchasing Manager,Eldahan-co,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/fiKtCYA2yV8S-Purchasing-Manager-Eldahan-co-Cairo-Egypt?o=142&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Toll Coordinator,Hi Pharm,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0P5rOAJ2szHu-Toll-Coordinator-Hi-Pharm-Cairo-Egypt?o=143&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacist - Shift Manager,Dawaa Pharmacy,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/rjH4YotMizdZ-Pharmacist---Shift-Manager-Dawaa-Pharmacy-Cairo-Egypt?o=144&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Quality Control Specialist,Delta Pharma Egypt,"10th of Ramadan City, Sharqia, Egypt ",Shift based,https://wuzzuf.net/jobs/p/7VfWi2WydAkF-Quality-Control-Specialist-Delta-Pharma-Egypt-Sharqia-Egypt?o=145&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacy Clinical Consultant,Dynamicslink,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/QlN0956oltCX-Pharmacy-Clinical-Consultant-Dynamicslink-Cairo-Egypt?o=146&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Supply Chain Manager,Majestic Pharmaceuticals,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/3FEaPP4wOgUm-Supply-Chain-Manager-Majestic-Pharmaceuticals-Cairo-Egypt?o=147&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Quality Control Analyst - 6 October City,Hikma Pharmaceuticals,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/7Jt67TaChXQg-Quality-Control-Analyst---6-October-City-Hikma-Pharmaceuticals-Giza-Egypt?o=148&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Downtown,Splendid Pharma,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/aqI6Hynvc6xr-Medical-Representative---Downtown-Splendid-Pharma-Cairo-Egypt?o=149&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Imbaba,Splendid Pharma,"Imbaba, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6wKmzYE66QrH-Medical-Representative---Imbaba-Splendid-Pharma-Giza-Egypt?o=150&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Sharqia,Delta Pharma Egypt,"Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/XqpKR87NLBID-Medical-Representative---Sharqia-Delta-Pharma-Egypt-Sharqia-Egypt?o=151&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Sohag,Delta Pharma Egypt,"Sohag, Egypt ",Full time,https://wuzzuf.net/jobs/p/G4WNpH9eUVWa-Medical-Representative---Sohag-Delta-Pharma-Egypt-Sohag-Egypt?o=152&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Tanta,Delta Pharma Egypt,"Gharbia, Egypt ",Full time,https://wuzzuf.net/jobs/p/USb52Q9dqWu1-Medical-Representative---Tanta-Delta-Pharma-Egypt-Gharbia-Egypt?o=153&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Minya,Delta Pharma Egypt,"Minya, Egypt ",Full time,https://wuzzuf.net/jobs/p/VYA75jdJLupj-Medical-Representative---Minya-Delta-Pharma-Egypt-Minya-Egypt?o=154&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Giza,Delta Pharma Egypt,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6Ep01qo7FSJA-Medical-Representative---Giza-Delta-Pharma-Egypt-Giza-Egypt?o=155&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative - Cairo,Delta Pharma Egypt,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KWSktFxbWsMz-Medical-Representative---Cairo-Delta-Pharma-Egypt-Cairo-Egypt?o=156&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Tender Representative - Mansoura,Delta Pharma Egypt,"Mansoura, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/grMeKi1032mp-Tender-Representative---Mansoura-Delta-Pharma-Egypt-Dakahlia-Egypt?o=157&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Regulatory Affairs Specialist,EVA Cosmetics ,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/QinTvlu2hzSH-Regulatory-Affairs-Specialist-EVA-Cosmetics-Cairo-Egypt?o=158&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
QA Senior Specialist ( Compliance And Validation ),EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ytSvJjVDkmN6-QA-Senior-Specialist-Compliance-And-Validation-EVA-Cosmetics-Giza-Egypt?o=159&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Regulatory Affairs Specialist,W.I.S Pharm,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GJ9QX2sVcYHI-Regulatory-Affairs-Specialist-W-I-S-Pharm-Cairo-Egypt?o=160&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Research And Development Specialist (Pharmacist),EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/gKkcayZhALcQ-Research-And-Development-Specialist-Pharmacist-EVA-Cosmetics-Giza-Egypt?o=161&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Quality Manager (Pharmacist Or Biochemist) - French Or German Language,Hatour Consulting,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/poVgS8zfBm0a-Quality-Manager-Pharmacist-Or-Biochemist---French-Or-German-Language-Hatour-Consulting-Cairo-Egypt?o=162&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharma Quality Specialist (Pharmacist Or Biochemist) - French Or German Language,Hatour Consulting,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/9jXhjr8Os2lX-Pharma-Quality-Specialist-Pharmacist-Or-Biochemist---French-Or-German-Language-Hatour-Consulting-Cairo-Egypt?o=163&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Regulatory Affairs & Partner Care Specialist,El Nahar for Medical Solutions,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/j1KRlE1cBkGG-Regulatory-Affairs-Partner-Care-Specialist-El-Nahar-for-Medical-Solutions-Giza-Egypt?o=164&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Senior Training & OD Specialist,Orchidia Pharmaceutical Industries,"Obour City, Cairo, Egypt ",Shift based,https://wuzzuf.net/jobs/p/10Z504vh13nO-Senior-Training-OD-Specialist-Orchidia-Pharmaceutical-Industries-Cairo-Egypt?o=165&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Project Coordinator,Hatour Consulting,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GMwN8xqBMaAy-Project-Coordinator-Hatour-Consulting-Cairo-Egypt?o=166&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Registration Specialist,Atco Pharma For Pharmaceutical Industries,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/2I6PlvfTcaTp-Registration-Specialist-Atco-Pharma-For-Pharmaceutical-Industries-Cairo-Egypt?o=167&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Devices Sales Representative-Cairo,Reap Solutions,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/jdjcYvfonBrh-Medical-Devices-Sales-Representative-Cairo-Reap-Solutions-Cairo-Egypt?o=168&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacy Chain Specialist - OTC,dkt Egypt,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lizaPyZVWA0w-Pharmacy-Chain-Specialist---OTC-dkt-Egypt-Cairo-Egypt?o=169&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Tenders Representative - Cairo,Pharaonia Pharma,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/IifyAmNkeBPe-Tenders-Representative---Cairo-Pharaonia-Pharma-Cairo-Egypt?o=170&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Group Marketing Director,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5YQVEqiqpnTK-Group-Marketing-Director-Cairo-Egypt?o=171&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Representative,Alborg Lab and Alborg Scan,"Shubra, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/oWMK5UrfSSq6-Medical-Representative-Alborg-Lab-and-Alborg-Scan-Cairo-Egypt?o=172&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Production Senior Specialist,EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/xN7zBnjt60Sv-Production-Senior-Specialist-EVA-Cosmetics-Giza-Egypt?o=173&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Utilities Engineering Section Head,EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ulFpY8arw1s5-Utilities-Engineering-Section-Head-EVA-Cosmetics-Giza-Egypt?o=174&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Pharmacist Call Center Agent,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/mr8oZPCdulL9-Pharmacist-Call-Center-Agent-Cairo-Egypt?o=175&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
QA Senior Documentation Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/BPPrCTvfIQQk-QA-Senior-Documentation-Specialist-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=176&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Alexandria,Acadia Pharma,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/08svEE2UNmvz-Sales-Supervisor---Cosmetics---Alexandria-Acadia-Pharma-Alexandria-Egypt?o=177&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Upper Egypt,Acadia Pharma,"Assiut, Egypt ",Full time,https://wuzzuf.net/jobs/p/0Vz49grItmoc-Sales-Supervisor---Cosmetics---Upper-Egypt-Acadia-Pharma-Assiut-Egypt?o=178&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Delta,Acadia Pharma,"Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/FcKiwuBgEgEZ-Sales-Supervisor---Cosmetics---Delta-Acadia-Pharma-Dakahlia-Egypt?o=179&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Supervisor - Cosmetics - Cairo,Acadia Pharma,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PRbidIgVRZZc-Sales-Supervisor---Cosmetics---Cairo-Acadia-Pharma-Cairo-Egypt?o=180&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
R&D - Analytical Research Supervisor,Hikma Pharmaceuticals,"Badr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0tysDXLlnRzz-RD---Analytical-Research-Supervisor-Hikma-Pharmaceuticals-Cairo-Egypt?o=181&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Custom Clearance Supervisor,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/nfI9F1JmpHui-Custom-Clearance-Supervisor-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=182&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
QC Analyst - Badr City,Hikma Pharmaceuticals,"Badr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/S82ia8Vks1qe-QC-Analyst---Badr-City-Hikma-Pharmaceuticals-Cairo-Egypt?o=183&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Representative - Cairo,ABS,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kmRQ6QaC8aN9-Sales-Representative---Cairo-ABS-Cairo-Egypt?o=184&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Sales Representative,ABS,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HoCUyz6lr8Ik-Sales-Representative-ABS-Cairo-Egypt?o=185&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Office Manager,Health Line Group,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6TjxelMchzC5-Office-Manager-Health-Line-Group-Giza-Egypt?o=186&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
QC - Microbiologist,Hikma Pharmaceuticals,"Badr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/m0LF9U9bgTgO-QC---Microbiologist-Hikma-Pharmaceuticals-Cairo-Egypt?o=187&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
Medical Specialist (Research) - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/2pvZm16FKOxM-Medical-Specialist-Research---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=188&l=sp&t=sj&a=pharmacist|search-v3|navbg|spbg
