Job title ,Hiring Company,Comapny Address,Shift,Links
R&D Stability Analyst,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/WuKK6H1xvjkd-RD-Stability-Analyst-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Owner - Alexandria,ISFP,"Smouha, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/5a3GPpBFAP4e-Product-Owner---Alexandria-ISFP-Alexandria-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Javascript Team Leader,Aman Holding,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PfJNkeJTQiRM-Javascript-Team-Leader-Aman-Holding-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sr. IT Infrastructure Engineer,Ashtar.app,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/1yVLk0GXZjzi-Sr-IT-Infrastructure-Engineer-Ashtar-app-Cairo-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Java Developer,Asset Technology Group,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/UOibyVeApQTO-Java-Developer-Asset-Technology-Group-Cairo-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|hpb|spbg
GIS Team Leader & QA/QC,EKC Egypt ,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pZHSUhjuyJlL-GIS-Team-Leader-QAQC-EKC-Egypt-Cairo-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Exception patissiere,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/8Xl2lxvTcQkY-IT-Manager-Exception-patissiere-Giza-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer,Asset Technology Group,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/AEWUs1jSGujy-Senior-Java-Developer-Asset-Technology-Group-Cairo-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|hpb|spbg
CloudOps Engineer,Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/6xwajipFQ5sB-CloudOps-Engineer-Flairstech-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Cloud AI Engineer - Microsoft Azure,Cognitro Analytics ,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/S6dlZYk4KjkS-Cloud-AI-Engineer---Microsoft-Azure-Cognitro-Analytics-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Service Delivery Specialist,ServerHub,"Dallas, United States ",Full time,https://wuzzuf.net/jobs/p/G51jZAoqj3Tb-IT-Service-Delivery-Specialist-ServerHub-Dallas-United-States?o=102&l=sp&t=sj&a=data science|search-v3|hpb|spbg
UX Lead,B.Tech,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/vfJiHX1wKhuq-UX-Lead-B-Tech-Cairo-Egypt?o=103&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Pharmacy Clinical Consultant,Dynamicslink,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/QlN0956oltCX-Pharmacy-Clinical-Consultant-Dynamicslink-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Developer,Genify.ai,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/1J6nTPX3s6KU-Senior-Software-Developer-Genify-ai-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|hpb|spbg
.Net Full Stack Developer,Nile University,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/1F8uQfmGBOTc-Net-Full-Stack-Developer-Nile-University-Giza-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior Java Back End Developer,Elnady Engineering & Agencies,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/tKR3leGDxfQ8-Junior-Java-Back-End-Developer-Elnady-Engineering-Agencies-Cairo-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web Developer,Perfect Touch Events,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ArzAvR7dpGQV-Web-Developer-Perfect-Touch-Events-Cairo-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Web Developer,Sphere Smart Solutions,"Maadi, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/KPcQt2RyTL9T-Full-Stack-Web-Developer-Sphere-Smart-Solutions-Cairo-Egypt?o=109&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Manager,almentor,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GeqOFiUfs6hE-Product-Manager-almentor-Cairo-Egypt?o=110&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mobile Developer,Cloud Digital Systems,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/x0q8Qy9lwW9n-Mobile-Developer-Cloud-Digital-Systems-Cairo-Egypt?o=111&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network Engineer,Sinai University,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5QkXBdnPszLI-Network-Engineer-Sinai-University-Cairo-Egypt?o=112&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Node JS Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dzRFut46NCyw-Senior-Node-JS-Developer-Cairo-Egypt?o=113&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer,Confidential -,"Los Angeles, United States ",Full time,https://wuzzuf.net/jobs/p/u6T6Zicmsk3v-PHP-Developer-Los-Angeles-United-States?o=114&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Implementer,Andalusia Group,"Alexandria, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/WIBJEHuAZtPj-Senior-Software-Implementer-Andalusia-Group-Alexandria-Egypt?o=115&l=sp&t=sj&a=data science|search-v3|hpb|spbg
High School Telecommunications Teacher,NASS Academy,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/PBbH5OxdNi0k-High-School-Telecommunications-Teacher-NASS-Academy-Cairo-Egypt?o=116&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior SW QC Engineer - Banha,Z2 Data,"Banha, Qalubia, Egypt ",Full time,https://wuzzuf.net/jobs/p/I2eZYIYSclPj-Junior-SW-QC-Engineer---Banha-Z2-Data-Qalubia-Egypt?o=117&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior Software Testing - Cairo,Z2 Data,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/aTTF5pVU07Kz-Junior-Software-Testing---Cairo-Z2-Data-Cairo-Egypt?o=118&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP/ Drupal Developer,Innosoft,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MGZHoqD4Xvc6-PHP-Drupal-Developer-Innosoft-Cairo-Egypt?o=119&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ITIL Consultant,RMG,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XQ8dSLqYWvaq-ITIL-Consultant-RMG-Cairo-Egypt?o=120&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network Specialist,Confidential -,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OXHeP3pP1d0c-Network-Specialist-Cairo-Egypt?o=121&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back-End Developer,Blnk Consumer Finance,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/iJqdu9gjo3cD-Back-End-Developer-Blnk-Consumer-Finance-Giza-Egypt?o=122&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Testing QC Specialist,B.Tech,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0Unb2NLnH7q1-Senior-Testing-QC-Specialist-B-Tech-Cairo-Egypt?o=123&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .Net Developer - Banha,Z2 Data,"Banha, Qalubia, Egypt ",Full time,https://wuzzuf.net/jobs/p/OymY19Bseyr1-Senior-Net-Developer---Banha-Z2-Data-Qalubia-Egypt?o=124&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Advanced Junior .Net Developer - Banha,Z2 Data,"Banha, Qalubia, Egypt ",Full time,https://wuzzuf.net/jobs/p/PVn9vCaRnuh3-Advanced-Junior-Net-Developer---Banha-Z2-Data-Qalubia-Egypt?o=125&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Backend Developer -Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/Zoyopbg85vWn-Senior-Backend-Developer--Alexandria-Caduceus-Lane-Alexandria-Egypt?o=126&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Profile Specialist,Argaam,"Mohandessin, Giza, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/gAfyr4dBF9Od-Profile-Specialist-Argaam-Giza-Egypt?o=127&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Call Center Agent,Alfa Laboratories,"Mohandessin, Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/xmCGq9Y59laK-Call-Center-Agent-Alfa-Laboratories-Giza-Egypt?o=128&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior Operations Engineer,Link Datacenter,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/VoQfyuXGFRrn-Junior-Operations-Engineer-Link-Datacenter-Giza-Egypt?o=129&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Business Intelligence Developer (OBIEE & ODI),egabi solutions,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EvbET2WBdhYj-Senior-Business-Intelligence-Developer-OBIEE-ODI-egabi-solutions-Cairo-Egypt?o=130&l=sp&t=sj&a=data science|search-v3|hpb|spbg
CRM Consultant - Siebel CRM,2B Technology,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OUrTXPBdr0V1-CRM-Consultant---Siebel-CRM-2B-Technology-Cairo-Egypt?o=131&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Web Developer – ASP.NET /Angular,Innosoft,"Nasr City, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/v0y6epo2eYmP-Full-Stack-Web-Developer-–-ASPNET-Angular-Innosoft-Cairo-Egypt?o=132&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Regulatory Affairs Specialist,Ray,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/WsqLgw8TPbZq-Regulatory-Affairs-Specialist-Ray-Giza-Egypt?o=133&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mid-Senior Backend Developer- Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/R9FrlLTyXCsM-Mid-Senior-Backend-Developer--Alexandria-Caduceus-Lane-Alexandria-Egypt?o=134&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network & Security Engineer,Centro Global Solutions,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/h1FLPCSolE3x-Network-Security-Engineer-Centro-Global-Solutions-Cairo-Egypt?o=135&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Technical Support Agent - US Account,Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/AgFT99YeQ0EI-Technical-Support-Agent---US-Account-Flairstech-Cairo-Egypt?o=136&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Information Security Senior Supervisor - Business Resilience,Xceed,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sZSjOyOnctje-Information-Security-Senior-Supervisor---Business-Resilience-Xceed-Cairo-Egypt?o=137&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microsoft Dynamics CRM Solutions Developer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/WODX9XdEp975-Microsoft-Dynamics-CRM-Solutions-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=138&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Help Desk Officer,Shiny White Dental Center ,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pqgXrjUanBuf-IT-Help-Desk-Officer-Shiny-White-Dental-Center-Cairo-Egypt?o=139&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack Developer,Cashcall,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kNeT9eS4R6VS-Senior-Full-Stack-Developer-Cashcall-Cairo-Egypt?o=140&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Specialist,BituNil,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8i4uHH0kzfdO-IT-Specialist-BituNil-Cairo-Egypt?o=141&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Full Stack Developer,Asset Technology Group,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/U7ShFZhWtKI9-Senior-Java-Full-Stack-Developer-Asset-Technology-Group-Cairo-Egypt?o=142&l=sp&t=sj&a=data science|search-v3|hpb|spbg
R&D Manager,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Fa3MycobGHXO-RD-Manager-Cairo-Egypt?o=143&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microsoft Dynamics CRM Developer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kJr0Li08tpYY-Microsoft-Dynamics-CRM-Developer-Cairo-Egypt?o=144&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Android Developer,Confidential -,"Sheikh Zayed, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZkSgqGBRg8V7-Full-Stack-Android-Developer-Giza-Egypt?o=145&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack (Node/Angular) Developer,Entrepreware,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/E2gJD4q4L5Uz-Full-Stack-NodeAngular-Developer-Entrepreware-Cairo-Egypt?o=146&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Product Owner,almentor,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/vcYj7mW7uXkp-Senior-Product-Owner-almentor-Cairo-Egypt?o=147&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Blazor Full Stack Web Developer,Daily EDI,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MvDf49xNQAeP-Blazor-Full-Stack-Web-Developer-Daily-EDI-Cairo-Egypt?o=148&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Developer,Extreme Solution,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XfZvbDCCjVOz-Full-Stack-Developer-Extreme-Solution-Cairo-Egypt?o=149&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Chemist,Confidential -,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/lECbnfMOgD6J-Chemist-Alexandria-Egypt?o=150&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Engineer,Smartera 3S ,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/N5toAOuVC7zI-Senior-Software-Engineer-Smartera-3S-Alexandria-Egypt?o=151&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer In Alexandria,Wide Horizons,"Smouha, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/NmJj3oxQeYBA-PHP-Developer-In-Alexandria-Wide-Horizons-Alexandria-Egypt?o=152&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager - Alexandria,Confidential -,"Moharam Bek, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/fiCdIJYN1oaW-IT-Manager---Alexandria-Alexandria-Egypt?o=153&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester - German,QCENTRIS,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OvQVjRaNCiyf-Software-Tester---German-QCENTRIS-Cairo-Egypt?o=154&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microsoft Dynamics CRM Developer,Algoriza,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5R14nolzp7DI-Microsoft-Dynamics-CRM-Developer-Algoriza-Cairo-Egypt?o=155&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Backend Developer,Channel IT Egypt,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/OrQ41GHvDHH1-Senior-Backend-Developer-Channel-IT-Egypt-Cairo-Egypt?o=156&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester - French,QCENTRIS,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/7eu3Dcgd2xWV-Software-Tester---French-QCENTRIS-Cairo-Egypt?o=157&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network Engineer,Confidential -,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZvP5oxDt9xcf-Network-Engineer-Cairo-Egypt?o=158&l=sp&t=sj&a=data science|search-v3|hpb|spbg
QA Senior Specialist ( Compliance And Validation ),EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ytSvJjVDkmN6-QA-Senior-Specialist-Compliance-And-Validation-EVA-Cosmetics-Giza-Egypt?o=159&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior iOS Developer,"Bonocle, Inc.","Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ext1eugn46bi-Senior-iOS-Developer-Bonocle-Inc-Cairo-Egypt?o=160&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microsoft Dynamics AX Consultant,Al Watania Poultry,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ba6I05BDczDD-Microsoft-Dynamics-AX-Consultant-Al-Watania-Poultry-Giza-Egypt?o=161&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Project Lead,Silicon Egypt,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XPo7YBHYYjPw-Project-Lead-Silicon-Egypt-Cairo-Egypt?o=162&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior IT Help Desk Specialist,Orientals for Urban Development,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/g0RDIrrA5ATY-Senior-IT-Help-Desk-Specialist-Orientals-for-Urban-Development-Cairo-Egypt?o=163&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer,Musala Soft,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/NpNdn3ysHDMc-Senior-Java-Developer-Musala-Soft-Cairo-Egypt?o=164&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Manager,BIOPHARMA EGYPT s.a.e,"Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/4HJuBbpDMtcr-Product-Manager-BIOPHARMA-EGYPT-s-a-e-Giza-Egypt?o=165&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Kandil Industries,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ziNeTq3KVyt0-IT-Manager-Kandil-Industries-Cairo-Egypt?o=166&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Database Admin,Qsource,"Garden City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Zd0p1ETLQFjl-Database-Admin-Qsource-Cairo-Egypt?o=167&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer,ysolution,"New Damietta, Damietta, Egypt ",Full time,https://wuzzuf.net/jobs/p/yGWfKYAh6qUo-PHP-Developer-ysolution-Damietta-Egypt?o=168&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Windrose Academy,"Katameya, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/vy5FyO7tqyE2-IT-Manager-Windrose-Academy-Cairo-Egypt?o=169&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Help Desk Engineer - Internship,International Group For Modern Coating ,"Bourj Alarab, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/wb193PS2nSgP-Help-Desk-Engineer---Internship-International-Group-For-Modern-Coating-Alexandria-Egypt?o=170&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Software Engineer,JRM for Communications,"Nasr City, Cairo, Egypt ",Internship,https://wuzzuf.net/jobs/p/ADgOIFOM0bDo-Full-Stack-Software-Engineer-JRM-for-Communications-Cairo-Egypt?o=171&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Associate Infrastructure Engineer,BlueCloud,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/rf1sPFvQ1Bsm-Associate-Infrastructure-Engineer-BlueCloud-Cairo-Egypt?o=172&l=sp&t=sj&a=data science|search-v3|hpb|spbg
DotNet Developer,Gulf Data International ,"Nasr City, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/8XF4BQL3jB6Y-DotNet-Developer-Gulf-Data-International-Cairo-Egypt?o=173&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer,Aman Holding,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/wd4dshdrJANQ-Senior-Java-Developer-Aman-Holding-Cairo-Egypt?o=174&l=sp&t=sj&a=data science|search-v3|hpb|spbg
SOC Engineer,Link Datacenter,"Dokki, Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/aLkxuiKur0bt-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=175&l=sp&t=sj&a=data science|search-v3|hpb|spbg
"System Engineer "" Windows""",MUST,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/60hXlu0nLaEM-System-Engineer-Windows-MUST-Giza-Egypt?o=176&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Sales Account Manager (IT Infrastructure),SELECT,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/LqFgpQDiS8w5-Senior-Sales-Account-Manager-IT-Infrastructure-SELECT-Cairo-Egypt?o=177&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/rSmjI06LlPS1-IT-Manager-Cairo-Egypt?o=178&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior Backend Developer - Cairo,Channel IT Egypt,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/2m3hUDQMkZnT-Junior-Backend-Developer---Cairo-Channel-IT-Egypt-Cairo-Egypt?o=179&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Backend Developer PHP/JAVA,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pDY2WIRAtZWq-Backend-Developer-PHPJAVA-Cairo-Egypt?o=180&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Cognos Developer (IBM),Advanced Techniques Solutions for Software Company ,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZQafX4mlRuoe-Cognos-Developer-IBM-Advanced-Techniques-Solutions-for-Software-Company-Cairo-Egypt?o=181&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OwFV7HNcH2c2-Software-Tester-Cairo-Egypt?o=182&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack .Net/Angular Developer,QCENTRIS,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/VhTMLrHTvzNT-Full-Stack-NetAngular-Developer-QCENTRIS-Cairo-Egypt?o=183&l=sp&t=sj&a=data science|search-v3|hpb|spbg
React JS Front End Developer,yojad,"New Cairo, Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/O93s1mkAuO4w-React-JS-Front-End-Developer-yojad-Cairo-Egypt?o=184&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior DB Architect (Lead Database Developer),Flairstech,"Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/yrEKmDIdZraI-Senior-DB-Architect-Lead-Database-Developer-Flairstech-Cairo-Egypt?o=185&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Odoo Implementer (DG 360),Ibn Sina Pharma,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/LNelL3ZVC7Dz-Odoo-Implementer-DG-360-Ibn-Sina-Pharma-Cairo-Egypt?o=186&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back-End Engineer,Filkhedma,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zk0YRhJ3k1F8-Back-End-Engineer-Filkhedma-Cairo-Egypt?o=187&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Application Support Engineer,Testing Geeks,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/xJGVvZUNLxdn-Application-Support-Engineer-Testing-Geeks-Giza-Egypt?o=188&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer J2EE,Tech-Hub,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/mkR8FsHZZiS8-Senior-Java-Developer-J2EE-Tech-Hub-Giza-Egypt?o=189&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer,Ejada (Cairo),"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/iko08VWfmuky-PHP-Developer-Ejada-Cairo-Cairo-Egypt?o=190&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Information Technology Manager (Ex Hoteler),Jadara,"Sharm Alsheikh, South Sinai, Egypt ",Full time,https://wuzzuf.net/jobs/p/LejiKik3HwTQ-Information-Technology-Manager-Ex-Hoteler-Jadara-South-Sinai-Egypt?o=191&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Developer,Caelum Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Gm5DNY6jnNHH-Full-Stack-Developer-Caelum-Egypt-Giza-Egypt?o=192&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front End Developer - React Native,Dayra,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/RWSRJLmbIYld-Senior-Front-End-Developer---React-Native-Dayra-Cairo-Egypt?o=193&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Business Analyst IT / Fintech,PaySky,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qr25XfLlAkWz-Business-Analyst-IT-Fintech-PaySky-Cairo-Egypt?o=194&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Back End Developer - Node JS,Dayra,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pQaJWCOyqs2E-Senior-Back-End-Developer---Node-JS-Dayra-Cairo-Egypt?o=195&l=sp&t=sj&a=data science|search-v3|hpb|spbg
