Job title ,Hiring Company,Comapny Address,Shift,Links
Student Counselor,AIESEC Cairo University,"Lahore, Pakistan ",Internship,https://wuzzuf.net/jobs/p/l7WPRVhfYtz1-Student-Counselor-AIESEC-Cairo-University-Lahore-Pakistan?o=96&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Middle School English Teacher (Gr.8),New Generation International Schools ,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0if5iSAL41yq-Middle-School-English-Teacher-Gr8-New-Generation-International-Schools-Cairo-Egypt?o=97&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Elementary Science Teacher (Gr.4 &5),New Generation International Schools ,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0NcYOuLnZa0u-Elementary-Science-Teacher-Gr4-5-New-Generation-International-Schools-Cairo-Egypt?o=98&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Primary Principal,ED World - Orman Education,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/e1NSw9Dp9r8P-Primary-Principal-ED-World---Orman-Education-Giza-Egypt?o=99&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Mathematics Teacher,Rahn Schulen Kairo,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/UEI4dqvsqTir-Mathematics-Teacher-Rahn-Schulen-Kairo-Cairo-Egypt?o=100&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Android Developer,Jumia,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kXBxPu5nteQr-Android-Developer-Jumia-Cairo-Egypt?o=101&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Foreign Trade Specialist,NGAGE Consulting ,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/a856agsMthqV-Foreign-Trade-Specialist-NGAGE-Consulting-Cairo-Egypt?o=102&l=sp&t=sj&a=academic|search-v3|hpb|spbg
KG Stage Principal,AlAlson Azhari Language Schools,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/n75kkRVG5GvF-KG-Stage-Principal-AlAlson-Azhari-Language-Schools-Giza-Egypt?o=103&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Primary/Elementary Stage Principal,AlAlson Azhari Language Schools,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/WPhnyuV7mh3S-PrimaryElementary-Stage-Principal-AlAlson-Azhari-Language-Schools-Giza-Egypt?o=104&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Ict Teacher - Alexandria,Egyptian British International School,"Smouha, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/Lq4MynFdOKoQ-Ict-Teacher---Alexandria-Egyptian-British-International-School-Alexandria-Egypt?o=105&l=sp&t=sj&a=academic|search-v3|hpb|spbg
English Teacher - Alexandria,Egyptian English Language schools,"Mandara, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/NXg0x6YT75SX-English-Teacher---Alexandria-Egyptian-English-Language-schools-Alexandria-Egypt?o=106&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Foreign English Teacher - Giza,Esparanza,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/z0iZk0uoYHkv-Foreign-English-Teacher---Giza-Esparanza-Giza-Egypt?o=107&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Primary Science Teacher,Giza Metropolitan Language School.,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/u8dGOfyPWTqR-Primary-Science-Teacher-Giza-Metropolitan-Language-School-Giza-Egypt?o=108&l=sp&t=sj&a=academic|search-v3|hpb|spbg
HR Operations Specialist - Alexandria,SAVOLA,"Ameria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/J1hzjKFHE9QT-HR-Operations-Specialist---Alexandria-SAVOLA-Alexandria-Egypt?o=109&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Student Recruitment Advisor,Global Academic Foundation Hosting University of Hertfordshire UH,"New Capital, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/uEhrPatMKoSP-Student-Recruitment-Advisor-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt?o=110&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Sales Administrator,04 Academy,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/cIEy6CnGqkdY-Sales-Administrator-04-Academy-Cairo-Egypt?o=111&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Warehouse Supervisor,SAVOLA,"Ameria, Alexandria, Egypt ",Part time,https://wuzzuf.net/jobs/p/iHS872hbOpOQ-Warehouse-Supervisor-SAVOLA-Alexandria-Egypt?o=112&l=sp&t=sj&a=academic|search-v3|hpb|spbg
English Teacher,Wadi El-Nile Private schools,"Helwan, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/RQPGRBqMOBzN-English-Teacher-Wadi-El-Nile-Private-schools-Cairo-Egypt?o=113&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Facilities Assistant Manager,SAVOLA,"10th of Ramadan City, Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/o8SI2JWSigW2-Facilities-Assistant-Manager-SAVOLA-Sharqia-Egypt?o=114&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Executive Secretary,Jadara,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/gy9IDvh6Azid-Executive-Secretary-Jadara-Cairo-Egypt?o=115&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Marketing Specialist,Confidential -,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Fb7AeRDMx7vv-Marketing-Specialist-Giza-Egypt?o=116&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Digital Learning Coordinator - Cairo,GEMS Education,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sZR5kXfwkSkc-Digital-Learning-Coordinator---Cairo-GEMS-Education-Cairo-Egypt?o=117&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Admin Office Assistant,Notion International School,"Faisal, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/m25i71H9EQ9c-Admin-Office-Assistant-Notion-International-School-Giza-Egypt?o=118&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Market Research Manager - IT services,IDC,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ojcaUs8zwW84-Market-Research-Manager---IT-services-IDC-Giza-Egypt?o=119&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Head Of School - Computing,El Sewedy Education - The Knowledge Hub Universities,"New Capital, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/xzi0M1w8c4YJ-Head-Of-School---Computing-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=120&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Pest Control Specialist,Emaar ,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/DrPxtLiK7UYh-Pest-Control-Specialist-Emaar-Cairo-Egypt?o=121&l=sp&t=sj&a=academic|search-v3|hpb|spbg
English Teacher,Confidential -,"Faqus, Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/J4ueHlJ1wOqv-English-Teacher-Sharqia-Egypt?o=122&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Medical Specialist (Research) - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/2pvZm16FKOxM-Medical-Specialist-Research---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=123&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Elementary Science Teacher,New Generation International Schools ,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/RMaFOdRIix92-Elementary-Science-Teacher-New-Generation-International-Schools-Cairo-Egypt?o=124&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Co-Teacher (Elementary),New Generation International Schools ,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OlRph2snGyVO-Co-Teacher-Elementary-New-Generation-International-Schools-Cairo-Egypt?o=125&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer (Graphic Design),El Sewedy Education - The Knowledge Hub Universities,"New Capital, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pNvmCznWpSXP-Lecturer-Graphic-Design-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=126&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Payroll Accountant,El Rugby For Trading Company ,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/2KTI0S7IhJHb-Payroll-Accountant-El-Rugby-For-Trading-Company-Cairo-Egypt?o=127&l=sp&t=sj&a=academic|search-v3|hpb|spbg
English Social Studies Teacher (American Curriculum),ALS,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/hoVsc0LPjIzG-English-Social-Studies-Teacher-American-Curriculum-ALS-Alexandria-Egypt?o=128&l=sp&t=sj&a=academic|search-v3|hpb|spbg
KG Supervisor,Giza Metropolitan Language School.,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/JtpU8zXj2nCo-KG-Supervisor-Giza-Metropolitan-Language-School-Giza-Egypt?o=129&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Business Development Executive,MedadTrans,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/fPIoxy8QSy6S-Business-Development-Executive-MedadTrans-Cairo-Egypt?o=130&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Document Controller,Ameco Medical Industries,"10th of Ramadan City, Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/TXYGfTk5J363-Document-Controller-Ameco-Medical-Industries-Sharqia-Egypt?o=131&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Preparatory Stage Principal,Wadi El-Nile Private schools,"Helwan, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/UoSSLDczFm5x-Preparatory-Stage-Principal-Wadi-El-Nile-Private-schools-Cairo-Egypt?o=132&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Primary Stage Principal,Wadi El-Nile Private schools,"Helwan, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/njHreopnHW6T-Primary-Stage-Principal-Wadi-El-Nile-Private-schools-Cairo-Egypt?o=133&l=sp&t=sj&a=academic|search-v3|hpb|spbg
English Teacher Elementary Stage,Oxford Modern School,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/COMkbzmWct6y-English-Teacher-Elementary-Stage-Oxford-Modern-School-Cairo-Egypt?o=134&l=sp&t=sj&a=academic|search-v3|hpb|spbg
CNC Operating Engineer - Mansoura,PL-KSA,"Mansoura, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/hyMHoResLTyJ-CNC-Operating-Engineer---Mansoura-PL-KSA-Dakahlia-Egypt?o=135&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer In Digital Media,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Y9qVAhzJLuf9-Lecturer-In-Digital-Media-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=136&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Medical Manager- Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/HZOnML38qpwE-Medical-Manager--Alexandria-Caduceus-Lane-Alexandria-Egypt?o=137&l=sp&t=sj&a=academic|search-v3|hpb|spbg
PHP Backend Developer,Jumia,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/TLd3XTWEPVt1-PHP-Backend-Developer-Jumia-Cairo-Egypt?o=138&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer – Interior Architecture & Design,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/cAG3QgUoaesn-Lecturer-–-Interior-Architecture-Design-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=139&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Senior Digital Marketing Specialist,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JOr2Q21F32hq-Senior-Digital-Marketing-Specialist-Cairo-Egypt?o=140&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Admissions & Front Desk Officer,New Generation International Schools ,"Obour City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/wkaznmk0NSCR-Admissions-Front-Desk-Officer-New-Generation-International-Schools-Cairo-Egypt?o=141&l=sp&t=sj&a=academic|search-v3|hpb|spbg
"Lecturer in Civil Engineering, Hydraulics",El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/uQ3PVzrBT2N2-Lecturer-in-Civil-Engineering-Hydraulics-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=142&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer Electrical Engineering - Embedded Systems,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/CVVww8fNxoSM-Lecturer-Electrical-Engineering---Embedded-Systems-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=143&l=sp&t=sj&a=academic|search-v3|hpb|spbg
"Lecturer in Electrical & Electronics Engineering, Power/Energy",El Sewedy Education - The Knowledge Hub Universities,"New Capital, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/DXII9D8hjrcG-Lecturer-in-Electrical-Electronics-Engineering-PowerEnergy-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=144&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer - Marketing,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qE4BDJcZmBwV-Lecturer---Marketing-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=145&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer - Civil Engineering Geotechnics/Materials,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/90Eq7icFnjw1-Lecturer---Civil-Engineering-GeotechnicsMaterials-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=146&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer - Electrical Engineering Power/Energy,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/aLL7a63j1bvx-Lecturer---Electrical-Engineering-PowerEnergy-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=147&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Technical Skills Instructor (Electrical Engineering),El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/gl1nJnReyNJJ-Technical-Skills-Instructor-Electrical-Engineering-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=148&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Quality Control And Tech Support Chemist - Cairo,Imerys Ceramics Egypt,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ub5q81xFehQJ-Quality-Control-And-Tech-Support-Chemist---Cairo-Imerys-Ceramics-Egypt-Cairo-Egypt?o=149&l=sp&t=sj&a=academic|search-v3|hpb|spbg
R&D Clinical Dept Member,pharmaplast,"Ameria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/rs6tSlPLov4m-RD-Clinical-Dept-Member-pharmaplast-Alexandria-Egypt?o=150&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer in Computer Science (High Performance Computing / Cloud Computing),El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zr3tybVzN2Nb-Lecturer-in-Computer-Science-High-Performance-Computing-Cloud-Computing-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=151&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer - Accounting,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/YeGPEv7O5QHZ-Lecturer---Accounting-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=152&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Program Assistant - Advising HEI,Amideast,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/l312smGt4D2X-Program-Assistant---Advising-HEI-Amideast-Giza-Egypt?o=153&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Technical Skills Instructor in Civil Engineering,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/akHTxLX6bdBd-Technical-Skills-Instructor-in-Civil-Engineering-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=154&l=sp&t=sj&a=academic|search-v3|hpb|spbg
DevOps Engineer / Site Reliability Engineer - Jumia Pay,Jumia,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zdJdcONz3H5d-DevOps-Engineer-Site-Reliability-Engineer---Jumia-Pay-Jumia-Cairo-Egypt?o=155&l=sp&t=sj&a=academic|search-v3|hpb|spbg
School Counselor/ Psychologist,Notion International School,"Faisal, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/a2YgIYFivzpa-School-Counselor-Psychologist-Notion-International-School-Giza-Egypt?o=156&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer in Computer Science (Software Engineering),El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/P40TPMX8lDEn-Lecturer-in-Computer-Science-Software-Engineering-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=157&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer in Computer Science (Artificial Intelligence/Data Science),El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/nqftdiqTBx9T-Lecturer-in-Computer-Science-Artificial-IntelligenceData-Science-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=158&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Field Medical Associate - Alexandria (French Speakers),Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/CA0EINKMNbaf-Field-Medical-Associate---Alexandria-French-Speakers-Caduceus-Lane-Alexandria-Egypt?o=159&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer – Foundation,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PuHwOEGutCSb-Lecturer-–-Foundation-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=160&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Lecturer in Psychology,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/iFpGs0PCFsF1-Lecturer-in-Psychology-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=161&l=sp&t=sj&a=academic|search-v3|hpb|spbg
"English AS Additional Language ""EAL"" Coordinator",GEMS Education,"Madinaty, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/73YQjmBGQ7rR-English-AS-Additional-Language-EAL-Coordinator-GEMS-Education-Cairo-Egypt?o=162&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Senior IOS Developer,A1Softech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lUE4sIWT2y7a-Senior-IOS-Developer-A1Softech-Cairo-Egypt?o=163&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Field Medical Associate - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Work from home,https://wuzzuf.net/jobs/p/3sMq2t4fsrUK-Field-Medical-Associate---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=164&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Senior Full Stack Developer,A1Softech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Dxu2ztkbHeRE-Senior-Full-Stack-Developer-A1Softech-Cairo-Egypt?o=165&l=sp&t=sj&a=academic|search-v3|hpb|spbg
School Principal,El Alsson International School - Harrniya,"Haraneya, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/U7zmRzL7q07m-School-Principal-El-Alsson-International-School---Harrniya-Giza-Egypt?o=166&l=sp&t=sj&a=academic|search-v3|hpb|spbg
History Teacher - India,AIESEC Cairo University,"Mumbai, India ",Full time,https://wuzzuf.net/jobs/p/40xbkBpRfx5v-History-Teacher---India-AIESEC-Cairo-University-Mumbai-India?o=167&l=sp&t=sj&a=academic|search-v3|hpb|spbg
Higher Teacher- Teacher of English,British Council,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/AMWcURslrc0J-Higher-Teacher--Teacher-of-English-British-Council-Cairo-Egypt?o=168&l=sp&t=sj&a=academic|search-v3|hpb|spbg
